geoid,units_single_family,units_multi_family,units_total,year
54009,23,0,23,2005
54011,125,116,241,2005
54015,22,0,22,2005
54019,119,0,119,2005
54021,0,0,0,2005
54023,72,20,92,2005
54025,193,0,193,2005
54027,293,0,293,2005
54029,25,0,25,2005
54031,166,0,166,2005
54033,141,82,223,2005
54035,15,0,15,2005
54037,527,0,527,2005
54039,192,137,329,2005
54041,0,0,0,2005
54043,24,0,24,2005
54045,1,0,1,2005
54047,3,0,3,2005
54049,28,0,28,2005
54051,11,0,11,2005
54053,5,0,5,2005
54055,24,0,24,2005
54057,131,0,131,2005
54059,4,0,4,2005
54061,39,78,117,2005
54063,1,0,1,2005
54065,257,0,257,2005
54067,2,0,2,2005
54069,23,16,39,2005
54071,27,0,27,2005
54073,7,0,7,2005
54075,10,0,10,2005
54077,1,0,1,2005
54079,263,11,274,2005
54081,291,100,391,2005
54083,2,8,10,2005
54085,4,0,4,2005
54087,99,0,99,2005
54089,31,0,31,2005
54091,5,0,5,2005
54093,20,0,20,2005
54095,0,0,0,2005
54097,60,0,60,2005
54099,64,0,64,2005
54101,0,0,0,2005
54103,5,0,5,2005
54105,38,0,38,2005
54107,202,20,222,2005
54109,1,0,1,2005
55001,390,33,423,2005
55003,53,8,61,2005
55005,250,72,322,2005
55007,185,10,195,2005
55009,1058,664,1722,2005
55011,55,6,61,2005
55013,196,0,196,2005
55015,265,4,269,2005
55017,387,142,529,2005
55019,115,6,121,2005
55021,266,36,302,2005
55023,49,0,49,2005
55025,2413,2201,4614,2005
55027,304,58,362,2005
55029,272,123,395,2005
55031,182,22,204,2005
55033,271,81,352,2005
55035,321,120,441,2005
55037,34,0,34,2005
55039,398,220,618,2005
55041,100,0,100,2005
55043,117,32,149,2005
55045,253,24,277,2005
55047,95,0,95,2005
55049,151,47,198,2005
55051,79,0,79,2005
55053,149,0,149,2005
55055,439,181,620,2005
55057,151,0,151,2005
55059,862,238,1100,2005
55061,87,19,106,2005
55063,444,77,521,2005
55065,72,4,76,2005
55067,89,0,89,2005
55069,214,4,218,2005
55071,259,22,281,2005
55073,870,308,1178,2005
55075,276,0,276,2005
55077,115,0,115,2005
55078,15,0,15,2005
55079,785,912,1697,2005
55081,214,48,262,2005
55083,779,0,779,2005
55085,397,34,431,2005
55087,883,332,1215,2005
55089,277,129,406,2005
55091,37,4,41,2005
55093,389,12,401,2005
55095,399,32,431,2005
55097,303,74,377,2005
55099,217,0,217,2005
55101,810,196,1006,2005
55103,70,0,70,2005
55105,676,320,996,2005
55107,102,0,102,2005
55109,924,117,1041,2005
55111,384,260,644,2005
55113,251,38,289,2005
55115,184,209,393,2005
55117,371,135,506,2005
55119,69,8,77,2005
55121,172,0,172,2005
55123,95,38,133,2005
55125,219,4,223,2005
55127,685,302,987,2005
55129,267,16,283,2005
55131,850,521,1371,2005
55133,1449,521,1970,2005
55135,360,8,368,2005
55137,172,11,183,2005
55139,603,174,777,2005
55141,272,151,423,2005
56001,192,402,594,2005
56003,8,0,8,2005
56005,200,73,273,2005
56007,65,0,65,2005
56009,54,4,58,2005
56011,21,0,21,2005
56013,40,45,85,2005
56015,11,0,11,2005
56017,3,2,5,2005
56019,25,0,25,2005
56021,696,176,872,2005
56023,253,8,261,2005
56025,444,0,444,2005
56027,4,0,4,2005
56029,183,4,187,2005
56031,47,0,47,2005
56033,171,4,175,2005
56035,179,6,185,2005
56037,260,0,260,2005
56039,208,100,308,2005
56041,95,0,95,2005
56043,5,4,9,2005
56045,5,0,5,2005
01001,347,0,347,2006
01003,2776,2910,5686,2006
01005,26,0,26,2006
01007,12,0,12,2006
01009,39,52,91,2006
01011,0,40,40,2006
01013,22,0,22,2006
01015,232,45,277,2006
01017,22,0,22,2006
01019,47,100,147,2006
01021,105,32,137,2006
01023,6,0,6,2006
01025,20,16,36,2006
01027,5,0,5,2006
01029,5,30,35,2006
01031,344,0,344,2006
01033,200,0,200,2006
01035,5,0,5,2006
01037,0,0,0,2006
01039,19,0,19,2006
01041,8,0,8,2006
01043,82,2,84,2006
01045,95,0,95,2006
01047,4,0,4,2006
01049,85,40,125,2006
01051,310,0,310,2006
01053,19,0,19,2006
01055,312,79,391,2006
01057,6,45,51,2006
01059,23,8,31,2006
01061,25,0,25,2006
01063,2,0,2,2006
01065,89,0,89,2006
01067,8,0,8,2006
01069,665,4,669,2006
01071,85,0,85,2006
01073,3300,1248,4548,2006
01075,0,0,0,2006
01077,167,8,175,2006
01079,3,0,3,2006
01081,1687,517,2204,2006
01083,241,0,241,2006
01085,3,0,3,2006
01087,25,0,25,2006
01089,3913,316,4229,2006
01091,29,0,29,2006
01093,21,0,21,2006
01095,188,98,286,2006
01097,2316,461,2777,2006
01099,12,0,12,2006
01101,924,6,930,2006
01103,333,0,333,2006
01105,0,0,0,2006
01107,7,0,7,2006
01109,71,62,133,2006
01111,0,0,0,2006
01113,477,200,677,2006
01115,610,14,624,2006
01117,2321,24,2345,2006
01119,5,0,5,2006
01121,219,110,329,2006
01123,62,0,62,2006
01125,1092,1435,2527,2006
01127,50,0,50,2006
01129,6,0,6,2006
01131,0,0,0,2006
01133,0,0,0,2006
02000,203,0,203,2006
02013,5,0,5,2006
02016,9,0,9,2006
02020,550,812,1362,2006
02050,42,2,44,2006
02060,11,2,13,2006
02090,300,60,360,2006
02100,44,0,44,2006
02110,70,45,115,2006
02122,122,46,168,2006
02130,39,0,39,2006
02150,30,6,36,2006
02170,115,111,226,2006
02180,4,2,6,2006
02185,4,0,4,2006
02188,0,0,0,2006
02201,3,2,5,2006
02220,24,28,52,2006
02232,6,7,13,2006
02261,14,2,16,2006
02280,14,2,16,2006
02282,3,0,3,2006
02290,0,0,0,2006
04001,198,48,246,2006
04003,1032,69,1101,2006
04005,820,260,1080,2006
04007,313,40,353,2006
04009,219,195,414,2006
04011,3,0,3,2006
04012,118,0,118,2006
04013,27812,7916,35728,2006
04015,2265,427,2692,2006
04017,1129,108,1237,2006
04019,8132,390,8522,2006
04021,8470,82,8552,2006
04023,690,66,756,2006
04025,2869,118,2987,2006
04027,1563,11,1574,2006
05001,18,18,36,2006
05003,1,0,1,2006
05005,126,18,144,2006
05007,2659,1144,3803,2006
05009,62,0,62,2006
05011,15,0,15,2006
05013,2,0,2,2006
05015,43,38,81,2006
05017,3,0,3,2006
05019,20,0,20,2006
05021,8,0,8,2006
05023,30,6,36,2006
05025,3,0,3,2006
05027,9,0,9,2006
05029,8,6,14,2006
05031,486,147,633,2006
05033,160,29,189,2006
05035,271,31,302,2006
05037,34,4,38,2006
05039,2,0,2,2006
05041,1,2,3,2006
05043,13,0,13,2006
05045,718,222,940,2006
05047,17,0,17,2006
05049,0,0,0,2006
05051,135,0,135,2006
05053,36,12,48,2006
05055,137,28,165,2006
05057,22,41,63,2006
05059,6,6,12,2006
05061,14,0,14,2006
05063,26,0,26,2006
05065,43,0,43,2006
05067,10,0,10,2006
05069,80,9,89,2006
05071,36,18,54,2006
05073,0,0,0,2006
05075,11,0,11,2006
05077,3,0,3,2006
05079,9,0,9,2006
05081,11,0,11,2006
05083,6,0,6,2006
05085,761,137,898,2006
05087,6,0,6,2006
05089,42,2,44,2006
05091,100,4,104,2006
05093,28,25,53,2006
05095,1,0,1,2006
05099,6,0,6,2006
05101,1,0,1,2006
05103,4,0,4,2006
05105,4,0,4,2006
05107,2,0,2,2006
05111,43,4,47,2006
05113,10,4,14,2006
05115,187,24,211,2006
05117,5,0,5,2006
05119,1471,37,1508,2006
05121,6,0,6,2006
05123,17,0,17,2006
05125,777,0,777,2006
05127,8,0,8,2006
05129,1,0,1,2006
05131,352,104,456,2006
05133,13,0,13,2006
05135,40,0,40,2006
05137,12,0,12,2006
05139,15,0,15,2006
05141,33,0,33,2006
05143,1354,906,2260,2006
05145,166,82,248,2006
05147,7,0,7,2006
05149,3,8,11,2006
06001,1635,4641,6276,2006
06003,31,0,31,2006
06005,221,14,235,2006
06007,1189,93,1282,2006
06009,497,0,497,2006
06011,99,0,99,2006
06013,3368,854,4222,2006
06015,37,0,37,2006
06017,969,36,1005,2006
06019,3904,1374,5278,2006
06021,168,3,171,2006
06023,324,165,489,2006
06025,1934,269,2203,2006
06027,13,0,13,2006
06029,5731,1260,6991,2006
06031,755,94,849,2006
06033,453,115,568,2006
06035,132,0,132,2006
06037,9942,15260,25202,2006
06039,1269,107,1376,2006
06041,356,226,582,2006
06043,139,0,139,2006
06045,272,20,292,2006
06047,2136,80,2216,2006
06049,22,0,22,2006
06051,119,31,150,2006
06053,752,113,865,2006
06055,267,240,507,2006
06057,467,170,637,2006
06059,3744,4559,8303,2006
06061,2596,582,3178,2006
06063,216,0,216,2006
06065,20882,3883,24765,2006
06067,4366,2064,6430,2006
06069,30,0,30,2006
06071,12616,708,13324,2006
06073,4743,4448,9191,2006
06075,95,2303,2398,2006
06077,3461,191,3652,2006
06079,1388,376,1764,2006
06081,446,559,1005,2006
06083,690,183,873,2006
06085,2121,3999,6120,2006
06087,539,172,711,2006
06089,733,219,952,2006
06091,17,0,17,2006
06093,194,9,203,2006
06095,1002,203,1205,2006
06097,1357,555,1912,2006
06099,2271,373,2644,2006
06101,318,38,356,2006
06103,385,140,525,2006
06105,64,0,64,2006
06107,2815,760,3575,2006
06109,222,0,222,2006
06111,1426,818,2244,2006
06113,783,481,1264,2006
06115,993,0,993,2006
08001,2754,154,2908,2006
08003,51,0,51,2006
08005,2745,789,3534,2006
08007,286,32,318,2006
08009,0,0,0,2006
08011,4,0,4,2006
08013,453,293,746,2006
08014,916,166,1082,2006
08015,162,0,162,2006
08017,1,0,1,2006
08019,37,0,37,2006
08021,39,0,39,2006
08023,20,0,20,2006
08025,2,0,2,2006
08027,90,0,90,2006
08029,146,5,151,2006
08031,1800,2052,3852,2006
08033,5,0,5,2006
08035,3279,690,3969,2006
08037,534,85,619,2006
08039,244,0,244,2006
08041,4129,295,4424,2006
08043,250,0,250,2006
08045,637,120,757,2006
08047,77,0,77,2006
08049,571,264,835,2006
08051,237,20,257,2006
08053,13,0,13,2006
08055,50,0,50,2006
08057,13,0,13,2006
08059,991,1053,2044,2006
08061,2,0,2,2006
08063,2,0,2,2006
08065,55,0,55,2006
08067,606,121,727,2006
08069,1432,808,2240,2006
08071,50,0,50,2006
08073,9,0,9,2006
08075,39,3,42,2006
08077,1426,148,1574,2006
08079,24,0,24,2006
08081,52,0,52,2006
08083,63,2,65,2006
08085,501,64,565,2006
08087,80,6,86,2006
08089,12,10,22,2006
08091,67,2,69,2006
08093,323,0,323,2006
08095,8,0,8,2006
08097,137,75,212,2006
08099,3,0,3,2006
08101,1202,102,1304,2006
08103,50,0,50,2006
08105,63,0,63,2006
08107,315,112,427,2006
08109,76,0,76,2006
08111,19,2,21,2006
08113,85,78,163,2006
08115,2,0,2,2006
08117,361,84,445,2006
08119,171,0,171,2006
08121,10,0,10,2006
08123,2579,343,2922,2006
08125,5,0,5,2006
09001,1480,459,1939,2006
09003,1682,623,2305,2006
09005,534,7,541,2006
09007,483,151,634,2006
09009,1156,498,1654,2006
09011,801,205,1006,2006
09013,532,167,699,2006
09015,439,19,458,2006
10001,1485,218,1703,2006
10003,1409,319,1728,2006
10005,2121,952,3073,2006
11001,126,1979,2105,2006
12001,1009,940,1949,2006
12003,226,0,226,2006
12005,920,2156,3076,2006
12007,124,0,124,2006
12009,3967,1077,5044,2006
12011,3550,3166,6716,2006
12013,40,0,40,2006
12015,3052,1283,4335,2006
12017,2056,41,2097,2006
12019,1336,1076,2412,2006
12021,2829,1959,4788,2006
12023,467,6,473,2006
12027,167,20,187,2006
12029,71,12,83,2006
12031,6450,3633,10083,2006
12033,1218,666,1884,2006
12035,1499,340,1839,2006
12037,225,0,225,2006
12039,458,0,458,2006
12041,92,0,92,2006
12043,73,0,73,2006
12045,235,0,235,2006
12047,40,0,40,2006
12049,216,0,216,2006
12051,282,2,284,2006
12053,2862,275,3137,2006
12055,1415,125,1540,2006
12057,8639,2815,11454,2006
12059,97,0,97,2006
12061,2839,304,3143,2006
12063,179,2,181,2006
12065,100,0,100,2006
12067,26,0,26,2006
12069,5637,472,6109,2006
12071,14700,4046,18746,2006
12073,1301,588,1889,2006
12075,275,3,278,2006
12077,22,0,22,2006
12079,89,0,89,2006
12081,2565,1001,3566,2006
12083,6753,310,7063,2006
12085,936,28,964,2006
12086,6548,13469,20017,2006
12087,430,27,457,2006
12089,986,250,1236,2006
12091,1699,91,1790,2006
12093,202,0,202,2006
12095,9527,4619,14146,2006
12097,5772,2234,8006,2006
12099,4652,3725,8377,2006
12101,5007,862,5869,2006
12103,1786,394,2180,2006
12105,7609,1714,9323,2006
12107,282,57,339,2006
12109,2502,508,3010,2006
12111,4636,728,5364,2006
12113,923,4,927,2006
12115,3418,687,4105,2006
12117,2710,13,2723,2006
12119,3558,18,3576,2006
12121,172,102,274,2006
12123,75,0,75,2006
12125,71,0,71,2006
12127,2906,909,3815,2006
12129,571,0,571,2006
12131,1032,245,1277,2006
12133,125,0,125,2006
13001,9,0,9,2006
13003,0,0,0,2006
13005,2,0,2,2006
13007,0,0,0,2006
13009,192,236,428,2006
13011,137,0,137,2006
13013,1115,0,1115,2006
13015,1003,50,1053,2006
13017,39,2,41,2006
13019,75,0,75,2006
13021,636,0,636,2006
13023,41,0,41,2006
13025,3,0,3,2006
13027,8,0,8,2006
13029,550,18,568,2006
13031,867,48,915,2006
13033,67,0,67,2006
13035,176,35,211,2006
13037,1,0,1,2006
13039,619,0,619,2006
13043,12,2,14,2006
13045,1397,8,1405,2006
13047,475,106,581,2006
13049,52,0,52,2006
13051,2692,648,3340,2006
13053,18,0,18,2006
13055,9,0,9,2006
13057,3485,238,3723,2006
13059,469,472,941,2006
13061,15,0,15,2006
13063,2217,14,2231,2006
13065,16,0,16,2006
13067,3346,1172,4518,2006
13069,152,0,152,2006
13071,195,28,223,2006
13073,1379,14,1393,2006
13075,50,4,54,2006
13077,1835,12,1847,2006
13079,123,0,123,2006
13081,86,2,88,2006
13083,16,7,23,2006
13085,400,0,400,2006
13087,126,6,132,2006
13089,2867,1479,4346,2006
13091,51,6,57,2006
13093,18,0,18,2006
13095,186,80,266,2006
13097,1863,0,1863,2006
13099,28,0,28,2006
13101,5,0,5,2006
13103,951,0,951,2006
13105,114,4,118,2006
13107,4,37,41,2006
13109,59,0,59,2006
13111,548,0,548,2006
13113,651,0,651,2006
13115,391,74,465,2006
13117,4183,587,4770,2006
13119,27,6,33,2006
13121,9491,9153,18644,2006
13123,673,5,678,2006
13127,968,14,982,2006
13129,402,135,537,2006
13131,100,56,156,2006
13133,234,0,234,2006
13135,7886,1147,9033,2006
13137,513,17,530,2006
13139,1702,152,1854,2006
13141,72,9,81,2006
13143,141,0,141,2006
13145,430,0,430,2006
13147,195,17,212,2006
13149,38,0,38,2006
13151,2992,173,3165,2006
13153,1677,436,2113,2006
13155,0,0,0,2006
13157,1378,10,1388,2006
13159,156,0,156,2006
13161,0,0,0,2006
13163,38,0,38,2006
13165,21,0,21,2006
13167,0,0,0,2006
13169,237,2,239,2006
13171,162,10,172,2006
13173,110,8,118,2006
13175,39,0,39,2006
13177,359,0,359,2006
13179,259,12,271,2006
13181,43,0,43,2006
13185,1136,195,1331,2006
13187,495,0,495,2006
13189,57,0,57,2006
13191,241,0,241,2006
13193,26,0,26,2006
13195,248,0,248,2006
13197,0,0,0,2006
13199,130,0,130,2006
13201,2,0,2,2006
13205,51,48,99,2006
13207,557,4,561,2006
13209,25,0,25,2006
13211,229,0,229,2006
13213,278,65,343,2006
13215,710,392,1102,2006
13217,1678,0,1678,2006
13219,534,8,542,2006
13221,160,0,160,2006
13223,3238,128,3366,2006
13225,297,20,317,2006
13227,380,0,380,2006
13229,300,0,300,2006
13231,255,0,255,2006
13233,203,8,211,2006
13235,28,0,28,2006
13237,444,0,444,2006
13239,24,0,24,2006
13241,377,14,391,2006
13243,0,0,0,2006
13245,815,0,815,2006
13247,1010,24,1034,2006
13249,7,0,7,2006
13251,41,0,41,2006
13253,22,6,28,2006
13255,511,51,562,2006
13257,126,48,174,2006
13259,0,0,0,2006
13261,74,0,74,2006
13263,20,0,20,2006
13265,3,0,3,2006
13267,108,0,108,2006
13269,36,0,36,2006
13271,1,0,1,2006
13273,34,0,34,2006
13275,355,85,440,2006
13277,145,0,145,2006
13279,79,4,83,2006
13281,397,0,397,2006
13283,0,0,0,2006
13285,456,12,468,2006
13287,20,0,20,2006
13289,18,0,18,2006
13291,485,0,485,2006
13293,96,0,96,2006
13295,406,18,424,2006
13297,1321,58,1379,2006
13299,120,0,120,2006
13301,0,0,0,2006
13303,36,0,36,2006
13305,20,0,20,2006
13309,0,0,0,2006
13311,344,2,346,2006
13313,437,153,590,2006
13317,23,0,23,2006
13319,2,0,2,2006
13321,68,0,68,2006
15001,2306,298,2604,2006
15003,1727,879,2606,2006
15007,556,366,922,2006
15009,1008,390,1398,2006
16001,4104,722,4826,2006
16003,54,16,70,2006
16005,607,72,679,2006
16007,20,0,20,2006
16009,26,0,26,2006
16011,213,16,229,2006
16013,205,79,284,2006
16015,141,0,141,2006
16017,9,42,51,2006
16019,1035,161,1196,2006
16021,204,6,210,2006
16023,10,0,10,2006
16025,14,0,14,2006
16027,2963,183,3146,2006
16029,18,4,22,2006
16031,63,0,63,2006
16033,5,0,5,2006
16035,33,0,33,2006
16037,6,0,6,2006
16039,230,78,308,2006
16041,66,0,66,2006
16043,145,3,148,2006
16045,165,7,172,2006
16047,74,11,85,2006
16049,6,0,6,2006
16051,328,0,328,2006
16053,215,2,217,2006
16055,1208,391,1599,2006
16057,120,198,318,2006
16059,52,0,52,2006
16061,6,0,6,2006
16063,34,10,44,2006
16065,228,6,234,2006
16067,30,0,30,2006
16069,83,44,127,2006
16071,12,0,12,2006
16073,67,0,67,2006
16075,205,0,205,2006
16077,22,0,22,2006
16079,33,109,142,2006
16081,382,54,436,2006
16083,819,64,883,2006
16085,434,6,440,2006
16087,95,2,97,2006
17001,140,16,156,2006
17003,3,0,3,2006
17005,63,2,65,2006
17007,407,8,415,2006
17009,0,0,0,2006
17011,62,2,64,2006
17013,14,0,14,2006
17015,74,0,74,2006
17017,21,0,21,2006
17019,947,784,1731,2006
17021,65,0,65,2006
17023,14,16,30,2006
17025,1,0,1,2006
17027,207,6,213,2006
17029,101,0,101,2006
17031,5001,14885,19886,2006
17033,10,0,10,2006
17035,4,0,4,2006
17037,781,211,992,2006
17039,43,5,48,2006
17041,40,3,43,2006
17043,2216,962,3178,2006
17045,20,0,20,2006
17049,62,14,76,2006
17051,6,0,6,2006
17053,39,0,39,2006
17055,27,6,33,2006
17057,83,0,83,2006
17061,25,2,27,2006
17063,372,94,466,2006
17065,0,0,0,2006
17067,9,6,15,2006
17069,3,0,3,2006
17071,23,0,23,2006
17073,86,14,100,2006
17075,64,17,81,2006
17077,44,514,558,2006
17079,1,0,1,2006
17081,31,0,31,2006
17083,106,23,129,2006
17085,140,18,158,2006
17087,1,0,1,2006
17089,4390,133,4523,2006
17091,590,40,630,2006
17093,2034,224,2258,2006
17095,62,0,62,2006
17097,2261,244,2505,2006
17099,372,80,452,2006
17101,0,0,0,2006
17103,100,4,104,2006
17105,65,16,81,2006
17107,39,2,41,2006
17109,12,202,214,2006
17111,2357,277,2634,2006
17113,672,122,794,2006
17115,325,86,411,2006
17117,105,2,107,2006
17119,933,204,1137,2006
17121,19,4,23,2006
17123,49,0,49,2006
17125,18,0,18,2006
17127,53,3,56,2006
17129,38,0,38,2006
17131,28,0,28,2006
17133,249,15,264,2006
17135,23,0,23,2006
17137,19,62,81,2006
17139,36,0,36,2006
17141,247,12,259,2006
17143,481,228,709,2006
17145,0,0,0,2006
17147,58,0,58,2006
17149,39,0,39,2006
17151,0,0,0,2006
17153,10,0,10,2006
17155,36,0,36,2006
17157,63,21,84,2006
17159,14,0,14,2006
17161,199,134,333,2006
17163,1502,135,1637,2006
17165,0,0,0,2006
17167,596,219,815,2006
17173,100,0,100,2006
17175,4,0,4,2006
17177,72,18,90,2006
17179,457,139,596,2006
17181,47,0,47,2006
17183,35,0,35,2006
17185,11,8,19,2006
17187,18,0,18,2006
17189,34,0,34,2006
17191,35,0,35,2006
17193,2,0,2,2006
17195,90,5,95,2006
17197,5547,335,5882,2006
17199,247,59,306,2006
17201,1522,226,1748,2006
17203,232,32,264,2006
18001,90,16,106,2006
18003,1167,197,1364,2006
18005,281,0,281,2006
18007,11,0,11,2006
18009,12,2,14,2006
18011,446,92,538,2006
18013,98,0,98,2006
18015,55,38,93,2006
18017,45,0,45,2006
18019,658,93,751,2006
18021,24,24,48,2006
18023,49,0,49,2006
18025,0,0,0,2006
18027,97,0,97,2006
18029,201,61,262,2006
18031,102,50,152,2006
18033,153,4,157,2006
18035,153,55,208,2006
18037,85,4,89,2006
18039,889,34,923,2006
18041,27,0,27,2006
18043,287,37,324,2006
18045,11,0,11,2006
18047,79,0,79,2006
18049,64,56,120,2006
18051,125,6,131,2006
18053,84,2,86,2006
18057,3030,865,3895,2006
18059,564,30,594,2006
18061,148,0,148,2006
18063,1350,66,1416,2006
18065,62,0,62,2006
18067,112,2,114,2006
18069,94,0,94,2006
18071,143,15,158,2006
18073,234,10,244,2006
18075,17,0,17,2006
18077,101,2,103,2006
18079,107,6,113,2006
18081,1186,134,1320,2006
18083,3,0,3,2006
18085,391,110,501,2006
18087,232,0,232,2006
18089,1769,353,2122,2006
18091,375,7,382,2006
18093,21,0,21,2006
18095,314,14,328,2006
18097,2145,746,2891,2006
18099,122,18,140,2006
18101,3,2,5,2006
18103,50,0,50,2006
18105,546,86,632,2006
18107,85,0,85,2006
18109,233,61,294,2006
18111,72,0,72,2006
18113,165,6,171,2006
18115,32,0,32,2006
18117,12,28,40,2006
18119,105,0,105,2006
18121,50,2,52,2006
18123,37,0,37,2006
18125,35,0,35,2006
18127,926,126,1052,2006
18129,72,0,72,2006
18131,34,0,34,2006
18133,109,6,115,2006
18135,89,0,89,2006
18137,145,61,206,2006
18139,36,2,38,2006
18141,537,493,1030,2006
18143,74,64,138,2006
18145,159,21,180,2006
18147,72,0,72,2006
18149,181,0,181,2006
18151,207,0,207,2006
18153,15,0,15,2006
18155,117,0,117,2006
18157,654,160,814,2006
18159,56,24,80,2006
18161,13,0,13,2006
18163,479,111,590,2006
18165,34,0,34,2006
18167,213,157,370,2006
18169,39,0,39,2006
18171,42,4,46,2006
18173,462,45,507,2006
18175,73,2,75,2006
18177,81,4,85,2006
18179,58,9,67,2006
18181,72,2,74,2006
18183,151,6,157,2006
19001,15,0,15,2006
19003,7,0,7,2006
19005,71,36,107,2006
19007,24,0,24,2006
19009,4,0,4,2006
19011,70,0,70,2006
19013,385,122,507,2006
19015,83,7,90,2006
19017,76,0,76,2006
19019,19,5,24,2006
19021,22,0,22,2006
19023,35,0,35,2006
19025,17,0,17,2006
19027,55,0,55,2006
19029,13,0,13,2006
19031,71,2,73,2006
19033,106,34,140,2006
19035,7,0,7,2006
19037,8,4,12,2006
19039,15,0,15,2006
19041,32,2,34,2006
19043,61,2,63,2006
19045,126,18,144,2006
19047,19,12,31,2006
19049,579,72,651,2006
19051,6,0,6,2006
19053,9,2,11,2006
19055,18,0,18,2006
19057,28,8,36,2006
19059,150,98,248,2006
19061,363,48,411,2006
19063,9,10,19,2006
19065,12,40,52,2006
19067,26,0,26,2006
19069,6,0,6,2006
19071,19,0,19,2006
19073,12,0,12,2006
19075,60,2,62,2006
19077,33,62,95,2006
19079,12,0,12,2006
19081,19,4,23,2006
19083,11,0,11,2006
19085,24,0,24,2006
19087,36,0,36,2006
19089,12,0,12,2006
19091,14,0,14,2006
19093,8,0,8,2006
19095,14,0,14,2006
19097,54,35,89,2006
19099,87,13,100,2006
19101,24,3,27,2006
19103,693,334,1027,2006
19105,45,0,45,2006
19107,3,0,3,2006
19109,15,4,19,2006
19111,14,0,14,2006
19113,820,265,1085,2006
19115,36,0,36,2006
19117,0,0,0,2006
19119,57,0,57,2006
19121,134,0,134,2006
19123,24,4,28,2006
19125,137,18,155,2006
19127,67,10,77,2006
19129,22,2,24,2006
19131,8,2,10,2006
19133,27,0,27,2006
19135,15,0,15,2006
19137,12,2,14,2006
19139,101,48,149,2006
19141,23,2,25,2006
19143,7,2,9,2006
19145,26,0,26,2006
19147,20,0,20,2006
19149,89,0,89,2006
19151,8,0,8,2006
19153,2791,1081,3872,2006
19155,348,130,478,2006
19157,46,2,48,2006
19159,3,0,3,2006
19161,17,2,19,2006
19163,538,156,694,2006
19165,18,6,24,2006
19167,101,6,107,2006
19169,278,206,484,2006
19171,28,2,30,2006
19173,2,0,2,2006
19175,11,0,11,2006
19177,3,0,3,2006
19179,53,64,117,2006
19181,317,51,368,2006
19183,29,34,63,2006
19185,0,0,0,2006
19187,29,9,38,2006
19189,8,0,8,2006
19191,73,4,77,2006
19193,150,20,170,2006
19195,6,0,6,2006
19197,12,0,12,2006
20001,24,0,24,2006
20003,28,0,28,2006
20005,33,0,33,2006
20007,3,0,3,2006
20009,21,0,21,2006
20011,3,4,7,2006
20013,4,0,4,2006
20015,308,34,342,2006
20017,0,0,0,2006
20019,0,0,0,2006
20021,7,0,7,2006
20023,0,0,0,2006
20025,2,0,2,2006
20027,26,9,35,2006
20029,1,0,1,2006
20031,22,0,22,2006
20033,1,0,1,2006
20035,71,10,81,2006
20037,100,58,158,2006
20039,0,0,0,2006
20041,72,0,72,2006
20043,8,6,14,2006
20045,438,107,545,2006
20047,0,0,0,2006
20051,54,0,54,2006
20053,4,0,4,2006
20055,12,0,12,2006
20057,38,3,41,2006
20059,122,8,130,2006
20061,1264,422,1686,2006
20063,0,0,0,2006
