geoid,units_single_family,units_multi_family,units_total,year
06073,2197,3469,5666,2012
06075,22,3067,3089,2012
06077,1006,0,1006,2012
06079,335,82,417,2012
06081,314,628,942,2012
06083,255,206,461,2012
06085,1460,4031,5491,2012
06087,169,68,237,2012
06089,192,13,205,2012
06091,3,0,3,2012
06093,56,0,56,2012
06095,479,59,538,2012
06097,312,248,560,2012
06099,183,102,285,2012
06101,23,15,38,2012
06103,58,0,58,2012
06105,5,0,5,2012
06107,544,129,673,2012
06109,37,0,37,2012
06111,278,288,566,2012
06113,246,47,293,2012
06115,78,0,78,2012
08001,793,222,1015,2012
08003,33,27,60,2012
08005,955,762,1717,2012
08007,53,0,53,2012
08009,0,0,0,2012
08011,1,0,1,2012
08013,471,824,1295,2012
08014,160,1850,2010,2012
08015,93,0,93,2012
08017,1,0,1,2012
08019,6,0,6,2012
08021,13,0,13,2012
08023,22,0,22,2012
08025,0,0,0,2012
08027,54,0,54,2012
08029,10,0,10,2012
08031,1056,4522,5578,2012
08033,1,0,1,2012
08035,1705,595,2300,2012
08037,89,6,95,2012
08039,45,0,45,2012
08041,2373,601,2974,2012
08043,50,2,52,2012
08045,36,60,96,2012
08047,8,0,8,2012
08049,137,45,182,2012
08051,45,2,47,2012
08053,4,0,4,2012
08055,24,0,24,2012
08057,0,0,0,2012
08059,807,203,1010,2012
08061,2,0,2,2012
08063,0,0,0,2012
08065,20,0,20,2012
08067,159,13,172,2012
08069,1139,729,1868,2012
08071,35,0,35,2012
08073,8,0,8,2012
08075,10,0,10,2012
08077,323,32,355,2012
08079,4,4,8,2012
08081,11,0,11,2012
08083,12,0,12,2012
08085,51,0,51,2012
08087,18,0,18,2012
08089,4,0,4,2012
08091,23,0,23,2012
08093,71,0,71,2012
08095,6,8,14,2012
08097,23,0,23,2012
08099,3,0,3,2012
08101,172,94,266,2012
08103,8,0,8,2012
08105,15,0,15,2012
08107,54,0,54,2012
08109,32,0,32,2012
08111,6,0,6,2012
08113,25,0,25,2012
08115,2,0,2,2012
08117,115,24,139,2012
08119,37,0,37,2012
08121,1,0,1,2012
08123,1182,59,1241,2012
08125,1,0,1,2012
09001,634,1504,2138,2012
09003,563,275,838,2012
09005,144,10,154,2012
09007,229,20,249,2012
09009,466,203,669,2012
09011,261,30,291,2012
09013,147,89,236,2012
09015,90,4,94,2012
10001,695,170,865,2012
10003,714,508,1222,2012
10005,1481,523,2004,2012
11001,271,3552,3823,2012
12001,362,227,589,2012
12003,29,0,29,2012
12005,400,40,440,2012
12007,23,0,23,2012
12009,1117,11,1128,2012
12011,1023,2533,3556,2012
12013,12,0,12,2012
12015,327,2,329,2012
12017,171,5,176,2012
12019,669,26,695,2012
12021,1296,316,1612,2012
12023,47,0,47,2012
12027,99,0,99,2012
12029,20,0,20,2012
12031,1422,2517,3939,2012
12033,655,0,655,2012
12035,243,0,243,2012
12037,5,0,5,2012
12039,63,2,65,2012
12041,35,0,35,2012
12043,5,0,5,2012
12045,47,0,47,2012
12047,12,0,12,2012
12049,17,0,17,2012
12051,23,0,23,2012
12053,168,0,168,2012
12055,32,0,32,2012
12057,4059,3036,7095,2012
12059,20,0,20,2012
12061,369,0,369,2012
12063,49,0,49,2012
12065,21,0,21,2012
12067,14,0,14,2012
12069,890,52,942,2012
12071,1806,237,2043,2012
12073,326,764,1090,2012
12075,50,0,50,2012
12077,9,0,9,2012
12079,28,0,28,2012
12081,1588,272,1860,2012
12083,397,4,401,2012
12085,299,21,320,2012
12086,1819,3250,5069,2012
12087,132,89,221,2012
12089,305,8,313,2012
12091,643,279,922,2012
12093,22,0,22,2012
12095,3909,3323,7232,2012
12097,1479,1016,2495,2012
12099,2247,2389,4636,2012
12101,1167,170,1337,2012
12103,489,1072,1561,2012
12105,1382,140,1522,2012
12107,36,0,36,2012
12109,2154,36,2190,2012
12111,279,36,315,2012
12113,805,34,839,2012
12115,1067,175,1242,2012
12117,1044,293,1337,2012
12119,3192,7,3199,2012
12121,25,0,25,2012
12123,21,0,21,2012
12125,13,0,13,2012
12127,760,0,760,2012
12129,58,0,58,2012
12131,861,250,1111,2012
12133,22,0,22,2012
13001,3,0,3,2012
13003,6,0,6,2012
13005,0,0,0,2012
13007,0,0,0,2012
13009,28,77,105,2012
13011,16,0,16,2012
13013,105,64,169,2012
13015,73,0,73,2012
13017,15,0,15,2012
13019,32,0,32,2012
13021,71,258,329,2012
13023,12,0,12,2012
13025,7,0,7,2012
13027,21,0,21,2012
13029,244,21,265,2012
13031,130,291,421,2012
13033,29,0,29,2012
13035,7,0,7,2012
13037,0,0,0,2012
13039,62,50,112,2012
13043,1,0,1,2012
13045,36,0,36,2012
13047,116,0,116,2012
13049,2,0,2,2012
13051,811,204,1015,2012
13053,3,0,3,2012
13055,0,0,0,2012
13057,741,472,1213,2012
13059,185,168,353,2012
13061,4,0,4,2012
13063,93,0,93,2012
13065,0,0,0,2012
13067,1193,1052,2245,2012
13069,13,0,13,2012
13071,65,4,69,2012
13073,1125,84,1209,2012
13075,28,0,28,2012
13077,403,0,403,2012
13079,25,0,25,2012
13081,16,0,16,2012
13083,1,0,1,2012
13085,35,72,107,2012
13087,21,0,21,2012
13089,208,465,673,2012
13091,13,3,16,2012
13093,0,0,0,2012
13095,34,28,62,2012
13097,139,0,139,2012
13099,7,0,7,2012
13101,6,0,6,2012
13103,208,52,260,2012
13105,10,9,19,2012
13107,3,4,7,2012
13109,23,0,23,2012
13111,149,0,149,2012
13113,184,8,192,2012
13115,32,11,43,2012
13117,1862,411,2273,2012
13119,3,2,5,2012
13121,1668,1764,3432,2012
13123,71,0,71,2012
13127,368,0,368,2012
13129,32,0,32,2012
13131,17,0,17,2012
13133,114,0,114,2012
13135,1564,905,2469,2012
13137,33,4,37,2012
13139,303,0,303,2012
13141,13,0,13,2012
13143,17,0,17,2012
13145,89,0,89,2012
13147,29,0,29,2012
13149,14,0,14,2012
13151,208,0,208,2012
13153,572,0,572,2012
13155,12,0,12,2012
13157,70,0,70,2012
13159,39,0,39,2012
13161,0,0,0,2012
13163,16,0,16,2012
13165,9,0,9,2012
13167,0,0,0,2012
13169,13,0,13,2012
13171,10,0,10,2012
13173,9,0,9,2012
13175,33,0,33,2012
13177,132,0,132,2012
13179,219,0,219,2012
13181,15,2,17,2012
13185,321,6,327,2012
13187,35,0,35,2012
13189,14,0,14,2012
13191,89,0,89,2012
13193,7,0,7,2012
13195,37,0,37,2012
13197,9,0,9,2012
13199,23,0,23,2012
13201,0,0,0,2012
13205,15,0,15,2012
13207,47,80,127,2012
13209,9,0,9,2012
13211,15,0,15,2012
13213,29,0,29,2012
13215,262,223,485,2012
13217,66,0,66,2012
13219,180,4,184,2012
13221,45,0,45,2012
13223,213,0,213,2012
13225,54,12,66,2012
13227,34,0,34,2012
13229,22,0,22,2012
13231,16,0,16,2012
13233,20,10,30,2012
13235,14,0,14,2012
13237,27,0,27,2012
13239,1,0,1,2012
13241,47,24,71,2012
13243,0,0,0,2012
13245,367,11,378,2012
13247,36,0,36,2012
13249,0,0,0,2012
13251,15,0,15,2012
13253,4,0,4,2012
13255,92,0,92,2012
13257,2,0,2,2012
13259,0,0,0,2012
13261,23,0,23,2012
13263,6,0,6,2012
13265,2,0,2,2012
13267,18,0,18,2012
13269,9,0,9,2012
13271,1,0,1,2012
13273,16,0,16,2012
13275,77,84,161,2012
13277,48,8,56,2012
13279,8,12,20,2012
13281,44,0,44,2012
13283,5,0,5,2012
13285,62,0,62,2012
13287,6,0,6,2012
13289,11,0,11,2012
13291,87,0,87,2012
13293,11,0,11,2012
13295,51,0,51,2012
13297,88,0,88,2012
13299,77,0,77,2012
13301,0,0,0,2012
13303,48,0,48,2012
13305,2,50,52,2012
13309,0,0,0,2012
13311,26,0,26,2012
13313,34,0,34,2012
13317,1,44,45,2012
13319,2,0,2,2012
13321,19,0,19,2012
15001,571,63,634,2012
15003,994,730,1724,2012
15007,129,0,129,2012
15009,246,260,506,2012
16001,2250,381,2631,2012
16003,6,0,6,2012
16005,136,0,136,2012
16007,28,0,28,2012
16009,9,0,9,2012
16011,57,10,67,2012
16013,21,10,31,2012
16015,25,0,25,2012
16017,19,55,74,2012
16019,325,0,325,2012
16021,35,0,35,2012
16023,2,0,2,2012
16025,2,0,2,2012
16027,578,288,866,2012
16029,8,0,8,2012
16031,36,2,38,2012
16033,5,0,5,2012
16035,15,0,15,2012
16037,2,6,8,2012
16039,49,0,49,2012
16041,37,0,37,2012
16043,59,0,59,2012
16045,18,0,18,2012
16047,14,0,14,2012
16049,2,0,2,2012
16051,54,0,54,2012
16053,63,0,63,2012
16055,560,318,878,2012
16057,49,137,186,2012
16059,13,0,13,2012
16061,5,0,5,2012
16063,3,0,3,2012
16065,47,8,55,2012
16067,56,4,60,2012
16069,10,4,14,2012
16071,10,0,10,2012
16073,16,0,16,2012
16075,45,4,49,2012
16077,9,0,9,2012
16079,3,0,3,2012
16081,10,0,10,2012
16083,272,2,274,2012
16085,59,0,59,2012
16087,14,0,14,2012
17001,81,57,138,2012
17003,0,0,0,2012
17005,19,5,24,2012
17007,49,0,49,2012
17009,0,0,0,2012
17011,17,0,17,2012
17013,8,0,8,2012
17015,15,0,15,2012
17017,11,0,11,2012
17019,259,383,642,2012
17021,36,0,36,2012
17023,5,0,5,2012
17025,3,0,3,2012
17027,88,0,88,2012
17029,17,17,34,2012
17031,1070,2255,3325,2012
17033,8,0,8,2012
17035,1,0,1,2012
17037,43,0,43,2012
17039,13,0,13,2012
17041,19,0,19,2012
17043,784,9,793,2012
17045,5,0,5,2012
17049,16,0,16,2012
17051,4,0,4,2012
17053,13,8,21,2012
17055,10,0,10,2012
17057,46,40,86,2012
17061,1,0,1,2012
17063,56,77,133,2012
17065,0,0,0,2012
17067,4,0,4,2012
17069,0,0,0,2012
17071,8,0,8,2012
17073,31,6,37,2012
17075,23,4,27,2012
17077,9,82,91,2012
17079,0,0,0,2012
17081,10,4,14,2012
17083,30,77,107,2012
17085,45,0,45,2012
17087,0,0,0,2012
17089,788,220,1008,2012
17091,66,6,72,2012
17093,198,0,198,2012
17095,23,0,23,2012
17097,502,25,527,2012
17099,56,86,142,2012
17101,40,0,40,2012
17103,14,8,22,2012
17105,24,2,26,2012
17107,12,0,12,2012
17109,4,41,45,2012
17111,301,412,713,2012
17113,284,251,535,2012
17115,61,18,79,2012
17117,49,2,51,2012
17119,310,150,460,2012
17121,6,2,8,2012
17123,11,0,11,2012
17125,11,0,11,2012
17127,2,36,38,2012
17129,12,0,12,2012
17131,50,0,50,2012
17133,102,4,106,2012
17135,34,0,34,2012
17137,9,22,31,2012
17139,26,11,37,2012
17141,30,2,32,2012
17143,311,14,325,2012
17145,48,0,48,2012
17147,21,50,71,2012
17149,13,0,13,2012
17151,0,0,0,2012
17153,1,0,1,2012
17155,14,0,14,2012
17157,65,0,65,2012
17159,5,0,5,2012
17161,83,75,158,2012
17163,481,155,636,2012
17165,0,0,0,2012
17167,236,65,301,2012
17173,38,2,40,2012
17175,2,0,2,2012
17177,24,0,24,2012
17179,236,61,297,2012
17181,21,0,21,2012
17183,9,4,13,2012
17185,2,0,2,2012
17187,8,0,8,2012
17189,27,0,27,2012
17191,1,0,1,2012
17193,2,0,2,2012
17195,42,0,42,2012
17197,711,374,1085,2012
17199,141,73,214,2012
17201,62,24,86,2012
17203,78,14,92,2012
18001,48,18,66,2012
18003,616,536,1152,2012
18005,200,0,200,2012
18007,1,0,1,2012
18009,2,2,4,2012
18011,368,130,498,2012
18013,34,2,36,2012
18015,0,0,0,2012
18017,9,0,9,2012
18019,433,66,499,2012
18021,13,2,15,2012
18023,0,0,0,2012
18025,0,0,0,2012
18027,15,0,15,2012
18029,44,0,44,2012
18031,29,0,29,2012
18033,64,0,64,2012
18035,44,216,260,2012
18037,49,35,84,2012
18039,221,0,221,2012
18041,4,0,4,2012
18043,138,2,140,2012
18045,4,2,6,2012
18047,23,0,23,2012
18049,13,0,13,2012
18051,56,0,56,2012
18053,34,2,36,2012
18057,1644,493,2137,2012
18059,193,16,209,2012
18061,73,10,83,2012
18063,561,85,646,2012
18065,16,0,16,2012
18067,32,130,162,2012
18069,37,48,85,2012
18071,49,71,120,2012
18073,68,6,74,2012
18075,17,0,17,2012
18077,46,0,46,2012
18079,37,0,37,2012
18081,514,80,594,2012
18083,29,4,33,2012
18085,124,101,225,2012
18087,122,0,122,2012
18089,675,144,819,2012
18091,122,184,306,2012
18093,7,4,11,2012
18095,66,2,68,2012
18097,513,91,604,2012
18099,48,2,50,2012
18101,2,0,2,2012
18103,13,0,13,2012
18105,172,249,421,2012
18107,40,0,40,2012
18109,112,8,120,2012
18111,13,0,13,2012
18113,67,0,67,2012
18115,11,0,11,2012
18117,4,0,4,2012
18119,0,0,0,2012
18121,2,0,2,2012
18123,23,0,23,2012
18125,19,0,19,2012
18127,302,96,398,2012
18129,46,52,98,2012
18131,18,0,18,2012
18133,34,66,100,2012
18135,15,0,15,2012
18137,65,14,79,2012
18139,11,0,11,2012
18141,159,423,582,2012
18143,28,0,28,2012
18145,31,19,50,2012
18147,42,0,42,2012
18149,45,0,45,2012
18151,107,0,107,2012
18153,1,0,1,2012
18155,49,0,49,2012
18157,508,34,542,2012
18159,11,4,15,2012
18161,7,0,7,2012
18163,279,24,303,2012
18165,1,0,1,2012
18167,80,143,223,2012
18169,20,0,20,2012
18171,0,0,0,2012
18173,148,53,201,2012
18175,46,0,46,2012
18177,24,0,24,2012
18179,25,0,25,2012
18181,24,0,24,2012
18183,53,0,53,2012
19001,5,0,5,2012
19003,6,0,6,2012
19005,29,0,29,2012
19007,4,0,4,2012
19009,7,0,7,2012
19011,22,0,22,2012
19013,298,194,492,2012
19015,29,8,37,2012
19017,74,27,101,2012
19019,16,26,42,2012
19021,13,2,15,2012
19023,30,0,30,2012
19025,12,0,12,2012
19027,27,0,27,2012
19029,7,0,7,2012
19031,29,0,29,2012
19033,52,48,100,2012
19035,15,0,15,2012
19037,3,2,5,2012
19039,2,0,2,2012
19041,31,8,39,2012
19043,27,0,27,2012
19045,39,44,83,2012
19047,12,4,16,2012
19049,220,206,426,2012
19051,2,2,4,2012
19053,2,0,2,2012
19055,8,2,10,2012
19057,33,2,35,2012
19059,103,2,105,2012
19061,296,99,395,2012
19063,5,0,5,2012
19065,8,0,8,2012
19067,10,0,10,2012
19069,5,0,5,2012
19071,14,0,14,2012
19073,6,0,6,2012
19075,14,2,16,2012
19077,11,0,11,2012
19079,2,0,2,2012
19081,10,0,10,2012
19083,15,0,15,2012
19085,16,17,33,2012
19087,19,0,19,2012
19089,4,2,6,2012
19091,11,0,11,2012
19093,9,0,9,2012
19095,9,10,19,2012
19097,38,0,38,2012
19099,28,2,30,2012
19101,7,0,7,2012
19103,556,224,780,2012
19105,11,2,13,2012
19107,1,0,1,2012
19109,17,0,17,2012
19111,4,4,8,2012
19113,584,169,753,2012
19115,11,0,11,2012
19117,0,0,0,2012
19119,44,4,48,2012
19121,55,0,55,2012
19123,11,4,15,2012
19125,37,6,43,2012
19127,10,2,12,2012
19129,4,0,4,2012
19131,20,6,26,2012
19133,15,0,15,2012
19135,12,0,12,2012
19137,6,2,8,2012
19139,32,0,32,2012
19141,8,0,8,2012
19143,5,0,5,2012
19145,18,0,18,2012
19147,6,0,6,2012
19149,43,0,43,2012
19151,2,0,2,2012
19153,2402,1107,3509,2012
19155,171,0,171,2012
19157,18,0,18,2012
19159,1,0,1,2012
19161,8,0,8,2012
19163,381,60,441,2012
19165,8,0,8,2012
19167,105,8,113,2012
19169,152,295,447,2012
19171,19,0,19,2012
19173,6,0,6,2012
19175,16,0,16,2012
19177,0,0,0,2012
19179,15,4,19,2012
19181,121,45,166,2012
19183,13,2,15,2012
19185,0,0,0,2012
19187,31,0,31,2012
19189,1,0,1,2012
19191,39,2,41,2012
19193,95,32,127,2012
19195,0,0,0,2012
19197,6,0,6,2012
20001,13,2,15,2012
20003,8,2,10,2012
20005,5,0,5,2012
20007,1,0,1,2012
20009,9,0,9,2012
20011,1,0,1,2012
20013,1,0,1,2012
20015,102,37,139,2012
20017,1,0,1,2012
20019,0,0,0,2012
20021,0,0,0,2012
20023,0,0,0,2012
20025,0,0,0,2012
20027,15,0,15,2012
20029,2,0,2,2012
20031,20,4,24,2012
20033,0,0,0,2012
20035,32,2,34,2012
20037,70,24,94,2012
20039,0,0,0,2012
20041,94,6,100,2012
20043,4,0,4,2012
20045,165,306,471,2012
20047,1,0,1,2012
20051,45,24,69,2012
20053,1,0,1,2012
20055,13,9,22,2012
20057,53,32,85,2012
20059,25,0,25,2012
20061,118,7,125,2012
20063,0,12,12,2012
20065,0,0,0,2012
20067,0,0,0,2012
20069,10,20,30,2012
20071,0,0,0,2012
20073,0,0,0,2012
20075,2,0,2,2012
20077,15,56,71,2012
20079,67,2,69,2012
20081,0,0,0,2012
20085,15,0,15,2012
20087,36,0,36,2012
20089,1,0,1,2012
20091,1242,423,1665,2012
20093,1,0,1,2012
20095,17,0,17,2012
20097,1,0,1,2012
20099,18,0,18,2012
20101,2,0,2,2012
20103,132,0,132,2012
20105,0,0,0,2012
20107,20,0,20,2012
20109,16,0,16,2012
20111,16,0,16,2012
20113,70,10,80,2012
20115,10,2,12,2012
20117,7,0,7,2012
20119,1,4,5,2012
20121,27,30,57,2012
20123,7,0,7,2012
20125,26,0,26,2012
20127,1,0,1,2012
20129,0,0,0,2012
20131,8,0,8,2012
20133,7,65,72,2012
20135,2,0,2,2012
20137,2,0,2,2012
20139,16,0,16,2012
20141,0,0,0,2012
20143,7,0,7,2012
20145,0,0,0,2012
20147,1,12,13,2012
20149,107,36,143,2012
20151,0,0,0,2012
20153,5,0,5,2012
20155,41,40,81,2012
20157,2,0,2,2012
20159,6,0,6,2012
20161,220,187,407,2012
20163,1,0,1,2012
20165,2,0,2,2012
20167,3,0,3,2012
20169,72,0,72,2012
20171,4,0,4,2012
20173,660,422,1082,2012
20175,11,0,11,2012
20177,190,42,232,2012
20181,0,0,0,2012
20183,2,4,6,2012
20185,7,0,7,2012
20187,0,0,0,2012
20189,2,0,2,2012
20191,16,4,20,2012
20193,1,0,1,2012
20195,1,0,1,2012
20197,13,0,13,2012
20199,0,0,0,2012
20201,3,0,3,2012
20203,0,0,0,2012
20205,13,0,13,2012
20207,2,0,2,2012
20209,134,306,440,2012
21001,0,4,4,2012
21005,35,0,35,2012
21009,41,10,51,2012
21011,0,0,0,2012
21013,14,0,14,2012
21015,325,209,534,2012
21017,33,2,35,2012
21019,2,0,2,2012
21021,19,34,53,2012
21025,0,0,0,2012
21027,5,0,5,2012
21029,259,30,289,2012
21031,1,0,1,2012
21033,3,0,3,2012
21035,30,59,89,2012
21037,103,46,149,2012
21041,0,4,4,2012
21043,6,0,6,2012
21045,1,0,1,2012
21047,75,88,163,2012
21049,24,0,24,2012
21051,0,0,0,2012
21053,0,0,0,2012
21055,1,0,1,2012
21057,0,0,0,2012
21059,248,8,256,2012
21065,2,0,2,2012
21067,750,1066,1816,2012
21069,0,0,0,2012
21071,6,0,6,2012
21073,20,22,42,2012
21075,3,0,3,2012
21077,8,0,8,2012
21079,1,0,1,2012
21081,29,0,29,2012
21083,2,0,2,2012
21085,3,8,11,2012
21087,0,0,0,2012
21089,19,0,19,2012
21091,5,0,5,2012
21093,248,218,466,2012
21095,0,0,0,2012
21097,18,0,18,2012
21099,29,47,76,2012
21101,38,48,86,2012
21103,23,2,25,2012
21107,58,2,60,2012
21109,0,0,0,2012
21111,859,1185,2044,2012
21113,107,16,123,2012
21115,1,0,1,2012
21117,230,83,313,2012
21121,0,0,0,2012
21123,35,6,41,2012
21125,2,0,2,2012
21133,0,6,6,2012
21137,41,0,41,2012
21141,5,8,13,2012
21143,6,0,6,2012
21145,113,32,145,2012
21147,0,0,0,2012
21149,3,0,3,2012
21151,112,106,218,2012
21155,8,6,14,2012
21157,18,88,106,2012
21161,14,31,45,2012
21163,75,9,84,2012
21167,33,18,51,2012
21173,33,2,35,2012
21175,37,0,37,2012
21177,2,0,2,2012
21179,112,0,112,2012
21181,0,0,0,2012
21183,4,6,10,2012
21185,167,0,167,2012
21187,0,0,0,2012
21191,0,0,0,2012
21193,9,4,13,2012
21195,11,32,43,2012
21199,11,4,15,2012
21205,5,11,16,2012
21207,2,0,2,2012
21209,238,16,254,2012
21211,132,2,134,2012
21213,18,38,56,2012
21215,48,0,48,2012
21217,55,0,55,2012
21219,1,6,7,2012
21221,2,0,2,2012
21225,39,2,41,2012
21227,385,531,916,2012
21229,1,20,21,2012
21231,0,0,0,2012
21233,5,0,5,2012
21235,6,12,18,2012
21239,66,0,66,2012
22001,142,3,145,2012
22003,5,0,5,2012
22005,871,0,871,2012
22007,32,0,32,2012
22009,59,0,59,2012
22011,32,0,32,2012
22013,0,0,0,2012
22015,877,396,1273,2012
22017,288,0,288,2012
22019,523,25,548,2012
22021,13,0,13,2012
22023,57,0,57,2012
22025,2,0,2,2012
22027,0,0,0,2012
22029,13,0,13,2012
22031,16,0,16,2012
22033,1070,0,1070,2012
22035,0,0,0,2012
22037,39,0,39,2012
22039,72,10,82,2012
22041,18,2,20,2012
22043,35,0,35,2012
22045,95,4,99,2012
22047,104,11,115,2012
22049,18,2,20,2012
22051,186,0,186,2012
22053,61,0,61,2012
22055,1084,145,1229,2012
22057,280,8,288,2012
22059,2,0,2,2012
22061,70,68,138,2012
22063,885,132,1017,2012
22065,57,0,57,2012
22067,20,4,24,2012
22069,43,0,43,2012
22071,690,276,966,2012
22073,388,198,586,2012
22075,40,2,42,2012
22077,42,0,42,2012
22079,304,143,447,2012
22081,0,0,0,2012
22083,33,0,33,2012
22085,58,0,58,2012
22087,16,0,16,2012
22089,98,0,98,2012
22091,0,0,0,2012
22093,47,0,47,2012
22095,43,0,43,2012
22097,120,0,120,2012
22099,114,0,114,2012
22101,52,0,52,2012
22103,942,0,942,2012
22105,526,61,587,2012
22107,6,0,6,2012
22109,281,0,281,2012
22111,25,2,27,2012
22113,161,0,161,2012
22115,156,0,156,2012
22117,66,0,66,2012
22119,15,0,15,2012
22121,172,0,172,2012
22123,1,0,1,2012
22125,61,0,61,2012
22127,0,0,0,2012
23000,65,0,65,2012
23001,125,4,129,2012
23003,53,33,86,2012
23005,593,98,691,2012
23007,66,0,66,2012
23009,117,13,130,2012
23011,158,116,274,2012
23013,108,34,142,2012
23015,66,0,66,2012
23017,136,0,136,2012
23019,197,116,313,2012
23021,16,0,16,2012
23023,67,0,67,2012
23025,47,3,50,2012
23027,67,0,67,2012
23029,71,0,71,2012
23031,544,88,632,2012
24001,38,0,38,2012
24003,943,652,1595,2012
24005,676,19,695,2012
24009,276,0,276,2012
24011,28,0,28,2012
24013,307,8,315,2012
24015,233,468,701,2012
24017,671,0,671,2012
24019,25,54,79,2012
24021,730,274,1004,2012
24023,114,0,114,2012
24025,683,68,751,2012
24027,938,748,1686,2012
24029,29,2,31,2012
24031,1174,2807,3981,2012
24033,878,75,953,2012
24035,184,0,184,2012
24037,605,0,605,2012
24039,15,0,15,2012
24041,176,0,176,2012
24043,163,4,167,2012
24045,87,240,327,2012
24047,95,0,95,2012
24510,164,566,730,2012
25001,410,182,592,2012
25003,89,0,89,2012
25005,479,151,630,2012
25007,90,0,90,2012
25009,645,524,1169,2012
25011,40,12,52,2012
25013,282,48,330,2012
25015,144,35,179,2012
25017,1416,1512,2928,2012
25019,58,0,58,2012
25021,639,392,1031,2012
25023,707,166,873,2012
25025,54,1911,1965,2012
25027,867,258,1125,2012
26000,57,0,57,2012
26001,20,0,20,2012
26003,22,0,22,2012
26005,205,0,205,2012
26007,20,2,22,2012
26009,51,0,51,2012
26011,17,0,17,2012
26013,13,0,13,2012
26015,86,0,86,2012
26017,47,48,95,2012
26019,54,0,54,2012
26021,145,6,151,2012
26023,2,0,2,2012
26025,36,101,137,2012
26027,60,0,60,2012
26029,62,2,64,2012
26031,35,0,35,2012
26033,39,0,39,2012
26035,36,0,36,2012
26037,108,5,113,2012
26039,22,0,22,2012
26041,32,0,32,2012
26043,30,0,30,2012
26045,87,38,125,2012
26047,62,0,62,2012
26049,122,0,122,2012
26051,44,0,44,2012
26053,13,0,13,2012
26055,252,21,273,2012
26057,17,0,17,2012
26059,35,8,43,2012
26061,56,4,60,2012
26063,38,0,38,2012
26065,217,144,361,2012
26067,30,0,30,2012
26069,31,0,31,2012
26071,34,0,34,2012
26073,48,8,56,2012
26075,78,0,78,2012
26077,363,38,401,2012
26079,15,0,15,2012
26081,939,188,1127,2012
26083,11,0,11,2012
26085,45,0,45,2012
26087,29,0,29,2012
26089,70,0,70,2012
26091,131,0,131,2012
26093,307,56,363,2012
26095,18,0,18,2012
26097,22,0,22,2012
26099,1141,156,1297,2012
26101,2,0,2,2012
26103,107,73,180,2012
26105,42,4,46,2012
26107,45,0,45,2012
26109,23,0,23,2012
26111,194,2,196,2012
26113,16,0,16,2012
26115,136,0,136,2012
26117,49,2,51,2012
26119,12,0,12,2012
26121,136,2,138,2012
26123,43,0,43,2012
26125,1880,21,1901,2012
26127,7,25,32,2012
26129,26,0,26,2012
26131,8,0,8,2012
26133,13,0,13,2012
26135,18,0,18,2012
26137,24,42,66,2012
26139,622,149,771,2012
26141,22,0,22,2012
26143,41,0,41,2012
26145,109,103,212,2012
26147,78,0,78,2012
26149,28,2,30,2012
26151,16,0,16,2012
26153,24,0,24,2012
26155,19,0,19,2012
26157,17,0,17,2012
26159,69,0,69,2012
26161,262,14,276,2012
26163,672,185,857,2012
26165,20,9,29,2012
27001,69,0,69,2012
27003,716,335,1051,2012
27005,120,0,120,2012
27007,62,65,127,2012
27009,51,134,185,2012
27011,5,0,5,2012
27013,149,303,452,2012
27015,31,0,31,2012
27017,72,0,72,2012
27019,514,22,536,2012
27021,157,0,157,2012
27023,16,0,16,2012
27025,106,0,106,2012
27027,152,62,214,2012
27029,3,0,3,2012
27031,49,4,53,2012
27033,8,24,32,2012
27035,270,40,310,2012
27037,800,222,1022,2012
27039,50,0,50,2012
27041,89,0,89,2012
27043,14,0,14,2012
27045,69,0,69,2012
27047,28,10,38,2012
27049,53,0,53,2012
27051,1,0,1,2012
27053,1346,4159,5505,2012
27055,33,2,35,2012
27057,18,0,18,2012
27059,38,0,38,2012
27061,94,7,101,2012
27063,15,0,15,2012
27065,17,0,17,2012
27067,64,6,70,2012
27069,9,0,9,2012
27071,12,0,12,2012
27073,12,0,12,2012
27075,52,0,52,2012
27077,21,0,21,2012
27079,44,0,44,2012
27081,14,0,14,2012
27083,22,42,64,2012
27085,20,0,20,2012
27087,0,0,0,2012
