geoid,units_single_family,units_multi_family,units_total,year
50009,9,0,9,2013
50011,128,23,151,2013
50013,18,0,18,2013
50015,37,4,41,2013
50017,34,0,34,2013
50019,38,109,147,2013
50021,46,0,46,2013
50023,113,16,129,2013
50025,55,4,59,2013
50027,67,12,79,2013
51001,88,0,88,2013
51003,412,0,412,2013
51005,16,0,16,2013
51007,37,0,37,2013
51009,56,11,67,2013
51011,51,12,63,2013
51013,204,730,934,2013
51015,191,0,191,2013
51017,12,0,12,2013
51019,285,100,385,2013
51021,8,0,8,2013
51023,63,0,63,2013
51025,25,0,25,2013
51027,10,6,16,2013
51029,46,0,46,2013
51031,143,179,322,2013
51033,84,0,84,2013
51035,48,0,48,2013
51036,20,0,20,2013
51037,21,0,21,2013
51041,956,441,1397,2013
51043,28,0,28,2013
51045,6,0,6,2013
51047,192,0,192,2013
51049,20,0,20,2013
51051,6,0,6,2013
51053,59,0,59,2013
51057,22,0,22,2013
51059,722,313,1035,2013
51061,266,2,268,2013
51063,54,0,54,2013
51065,76,8,84,2013
51067,111,0,111,2013
51069,357,0,357,2013
51071,42,0,42,2013
51073,121,0,121,2013
51075,142,0,142,2013
51077,26,0,26,2013
51079,59,70,129,2013
51081,15,0,15,2013
51083,60,8,68,2013
51085,599,0,599,2013
51087,823,122,945,2013
51089,20,0,20,2013
51091,7,0,7,2013
51093,123,0,123,2013
51095,378,92,470,2013
51097,11,0,11,2013
51099,102,0,102,2013
51101,69,0,69,2013
51103,48,0,48,2013
51105,27,0,27,2013
51107,3545,1339,4884,2013
51109,154,0,154,2013
51111,21,0,21,2013
51113,31,0,31,2013
51115,27,0,27,2013
51117,78,0,78,2013
51119,35,0,35,2013
51121,176,123,299,2013
51125,52,0,52,2013
51127,187,0,187,2013
51131,24,0,24,2013
51133,57,0,57,2013
51135,26,8,34,2013
51137,94,0,94,2013
51139,39,0,39,2013
51141,35,0,35,2013
51143,139,45,184,2013
51145,143,0,143,2013
51147,41,0,41,2013
51149,42,144,186,2013
51153,1473,808,2281,2013
51155,63,0,63,2013
51157,32,0,32,2013
51159,19,16,35,2013
51161,203,48,251,2013
51163,64,4,68,2013
51165,421,0,421,2013
51167,19,0,19,2013
51169,29,0,29,2013
51171,75,0,75,2013
51173,31,0,31,2013
51175,27,2,29,2013
51177,362,0,362,2013
51179,1043,0,1043,2013
51181,19,0,19,2013
51183,29,0,29,2013
51185,34,9,43,2013
51187,85,0,85,2013
51191,80,2,82,2013
51193,63,0,63,2013
51195,16,72,88,2013
51197,67,17,84,2013
51199,237,22,259,2013
51510,218,1630,1848,2013
51520,6,0,6,2013
51530,1,0,1,2013
51540,58,271,329,2013
51550,911,749,1660,2013
51570,8,0,8,2013
51580,4,0,4,2013
51590,12,0,12,2013
51595,8,6,14,2013
51600,55,0,55,2013
51610,16,0,16,2013
51620,1,0,1,2013
51630,52,0,52,2013
51640,1,0,1,2013
51650,145,108,253,2013
51660,49,8,57,2013
51670,58,0,58,2013
51678,2,0,2,2013
51680,152,0,152,2013
51683,118,0,118,2013
51685,11,0,11,2013
51690,2,0,2,2013
51700,92,123,215,2013
51710,389,602,991,2013
51720,0,0,0,2013
51730,8,0,8,2013
51735,7,0,7,2013
51740,87,132,219,2013
51750,14,80,94,2013
51760,106,743,849,2013
51770,65,161,226,2013
51775,28,0,28,2013
51790,22,0,22,2013
51800,592,516,1108,2013
51810,733,929,1662,2013
51820,40,238,278,2013
51830,11,0,11,2013
51840,9,0,9,2013
53001,44,10,54,2013
53003,21,2,23,2013
53005,840,90,930,2013
53007,259,318,577,2013
53009,122,0,122,2013
53011,1699,1243,2942,2013
53013,7,0,7,2013
53015,155,40,195,2013
53017,127,2,129,2013
53019,20,0,20,2013
53021,245,130,375,2013
53023,1,0,1,2013
53025,236,43,279,2013
53027,122,0,122,2013
53029,221,0,221,2013
53031,101,0,101,2013
53033,4419,7858,12277,2013
53035,674,239,913,2013
53037,285,59,344,2013
53039,88,6,94,2013
53041,95,0,95,2013
53043,45,0,45,2013
53045,120,15,135,2013
53047,94,36,130,2013
53049,139,0,139,2013
53051,37,0,37,2013
53053,2369,523,2892,2013
53055,109,0,109,2013
53057,283,0,283,2013
53059,26,0,26,2013
53061,1985,2363,4348,2013
53063,1299,335,1634,2013
53065,66,18,84,2013
53067,929,360,1289,2013
53069,12,0,12,2013
53071,134,107,241,2013
53073,568,431,999,2013
53075,100,280,380,2013
53077,300,58,358,2013
54001,4,2,6,2013
54003,524,0,524,2013
54005,16,0,16,2013
54007,1,0,1,2013
54009,15,0,15,2013
54011,120,120,240,2013
54015,1,0,1,2013
54019,31,0,31,2013
54021,0,6,6,2013
54023,24,30,54,2013
54025,63,0,63,2013
54027,55,0,55,2013
54029,18,0,18,2013
54031,33,0,33,2013
54033,58,32,90,2013
54035,2,0,2,2013
54037,230,6,236,2013
54039,71,253,324,2013
54041,0,0,0,2013
54043,12,0,12,2013
54045,1,0,1,2013
54047,12,0,12,2013
54049,9,8,17,2013
54051,0,0,0,2013
54053,3,0,3,2013
54055,35,0,35,2013
54057,43,0,43,2013
54059,0,0,0,2013
54061,26,110,136,2013
54063,0,0,0,2013
54065,47,0,47,2013
54067,0,0,0,2013
54069,23,9,32,2013
54071,18,0,18,2013
54073,2,0,2,2013
54075,0,0,0,2013
54077,1,0,1,2013
54079,122,13,135,2013
54081,111,0,111,2013
54083,5,8,13,2013
54085,1,0,1,2013
54087,37,0,37,2013
54089,17,0,17,2013
54091,5,0,5,2013
54093,2,0,2,2013
54095,2,0,2,2013
54097,44,17,61,2013
54099,13,0,13,2013
54101,0,0,0,2013
54103,4,16,20,2013
54105,3,0,3,2013
54107,79,0,79,2013
54109,2,0,2,2013
55001,53,0,53,2013
55003,10,0,10,2013
55005,63,4,67,2013
55007,79,0,79,2013
55009,542,551,1093,2013
55011,28,0,28,2013
55013,65,0,65,2013
55015,100,8,108,2013
55017,131,95,226,2013
55019,33,0,33,2013
55021,60,10,70,2013
55023,27,2,29,2013
55025,1113,1742,2855,2013
55027,87,216,303,2013
55029,140,12,152,2013
55031,71,12,83,2013
55033,71,34,105,2013
55035,204,226,430,2013
55037,29,0,29,2013
55039,114,144,258,2013
55041,44,0,44,2013
55043,61,10,71,2013
55045,39,2,41,2013
55047,22,0,22,2013
55049,39,2,41,2013
55051,16,0,16,2013
55053,35,0,35,2013
55055,107,66,173,2013
55057,86,0,86,2013
55059,153,50,203,2013
55061,35,0,35,2013
55063,266,190,456,2013
55065,15,2,17,2013
55067,33,0,33,2013
55069,77,0,77,2013
55071,63,6,69,2013
55073,228,60,288,2013
55075,91,0,91,2013
55077,19,0,19,2013
55078,6,0,6,2013
55079,154,257,411,2013
55081,96,10,106,2013
55083,142,0,142,2013
55085,160,2,162,2013
55087,416,305,721,2013
55089,181,98,279,2013
55091,13,0,13,2013
55093,104,2,106,2013
55095,68,0,68,2013
55097,114,42,156,2013
55099,50,0,50,2013
55101,182,28,210,2013
55103,34,0,34,2013
55105,114,28,142,2013
55107,59,0,59,2013
55109,239,81,320,2013
55111,111,0,111,2013
55113,102,0,102,2013
55115,43,20,63,2013
55117,93,6,99,2013
55119,18,10,28,2013
55121,61,8,69,2013
55123,49,5,54,2013
55125,139,0,139,2013
55127,154,30,184,2013
55129,47,0,47,2013
55131,309,74,383,2013
55133,682,245,927,2013
55135,73,0,73,2013
55137,45,0,45,2013
55139,305,82,387,2013
55141,69,211,280,2013
56001,125,14,139,2013
56003,9,2,11,2013
56005,122,0,122,2013
56007,24,8,32,2013
56009,41,10,51,2013
56011,5,0,5,2013
56013,16,4,20,2013
56015,2,0,2,2013
56017,0,0,0,2013
56019,5,4,9,2013
56021,410,228,638,2013
56023,32,0,32,2013
56025,357,246,603,2013
56027,5,0,5,2013
56029,98,12,110,2013
56031,19,0,19,2013
56033,138,2,140,2013
56035,29,24,53,2013
56037,87,16,103,2013
56039,127,35,162,2013
56041,31,4,35,2013
56043,4,0,4,2013
56045,5,0,5,2013
01001,131,0,131,2014
01003,1364,20,1384,2014
01005,6,2,8,2014
01007,19,0,19,2014
01009,3,0,3,2014
01011,1,0,1,2014
01013,2,0,2,2014
01015,102,12,114,2014
01017,8,0,8,2014
01019,2,0,2,2014
01021,14,64,78,2014
01023,0,0,0,2014
01025,11,0,11,2014
01027,0,0,0,2014
01029,1,0,1,2014
01031,58,0,58,2014
01033,120,23,143,2014
01035,3,0,3,2014
01037,0,0,0,2014
01039,8,0,8,2014
01041,2,0,2,2014
01043,71,6,77,2014
01045,17,0,17,2014
01047,17,0,17,2014
01049,31,0,31,2014
01051,141,118,259,2014
01053,0,26,26,2014
01055,79,0,79,2014
01057,0,0,0,2014
01059,7,6,13,2014
01061,8,0,8,2014
01063,4,0,4,2014
01065,8,0,8,2014
01067,17,0,17,2014
01069,198,113,311,2014
01071,39,0,39,2014
01073,1298,982,2280,2014
01075,0,0,0,2014
01077,54,0,54,2014
01079,0,0,0,2014
01081,751,192,943,2014
01083,84,56,140,2014
01085,5,0,5,2014
01087,1,0,1,2014
01089,1700,977,2677,2014
01091,0,0,0,2014
01093,0,0,0,2014
01095,28,0,28,2014
01097,746,0,746,2014
01099,0,0,0,2014
01101,460,274,734,2014
01103,136,0,136,2014
01105,0,0,0,2014
01107,3,0,3,2014
01109,42,2,44,2014
01111,0,0,0,2014
01113,244,0,244,2014
01115,80,0,80,2014
01117,896,0,896,2014
01119,3,0,3,2014
01121,21,44,65,2014
01123,16,0,16,2014
01125,429,946,1375,2014
01127,8,0,8,2014
01129,2,0,2,2014
01131,0,0,0,2014
01133,7,0,7,2014
02000,77,0,77,2014
02013,0,0,0,2014
02016,2,0,2,2014
02020,572,198,770,2014
02020,572,198,770,2014
02050,11,0,11,2014
02060,2,0,2,2014
02070,4,0,4,2014
02090,54,0,54,2014
02100,6,0,6,2014
02105,8,0,8,2014
02110,68,136,204,2014
02110,68,136,204,2014
02122,105,20,125,2014
02130,28,9,37,2014
02150,10,2,12,2014
02170,99,18,117,2014
02180,4,6,10,2014
02185,15,0,15,2014
02188,20,0,20,2014
02195,7,2,9,2014
02198,2,2,4,2014
02220,17,0,17,2014
02220,17,0,17,2014
02230,2,0,2,2014
02261,3,0,3,2014
02270,0,0,0,2014
02275,6,0,6,2014
02282,3,0,3,2014
02282,3,0,3,2014
02290,0,0,0,2014
04001,38,0,38,2014
04003,179,82,261,2014
04005,290,270,560,2014
04007,101,0,101,2014
04009,73,14,87,2014
04011,1,0,1,2014
04012,16,10,26,2014
04013,9836,8761,18597,2014
04015,521,14,535,2014
04017,183,8,191,2014
04019,2296,954,3250,2014
04021,1721,23,1744,2014
04023,44,0,44,2014
04025,948,20,968,2014
04027,594,0,594,2014
05001,18,0,18,2014
05003,0,0,0,2014
05005,8,0,8,2014
05007,1358,860,2218,2014
05009,12,0,12,2014
05011,1,0,1,2014
05013,0,0,0,2014
05015,10,0,10,2014
05017,6,0,6,2014
05019,3,0,3,2014
05021,3,0,3,2014
05023,14,12,26,2014
05025,0,0,0,2014
05027,9,40,49,2014
05029,4,6,10,2014
05031,368,303,671,2014
05033,39,4,43,2014
05035,75,20,95,2014
05037,18,0,18,2014
05039,1,0,1,2014
05041,7,0,7,2014
05043,4,0,4,2014
05045,247,94,341,2014
05047,0,0,0,2014
05049,1,0,1,2014
05051,43,0,43,2014
05053,9,0,9,2014
05055,118,75,193,2014
05057,3,0,3,2014
05059,0,0,0,2014
05061,3,0,3,2014
05063,24,24,48,2014
05065,3,0,3,2014
05067,5,0,5,2014
05069,39,16,55,2014
05071,1,2,3,2014
05073,0,0,0,2014
05075,3,0,3,2014
05077,0,0,0,2014
05079,0,0,0,2014
05081,1,0,1,2014
05083,4,4,8,2014
05085,248,15,263,2014
05087,0,0,0,2014
05089,2,0,2,2014
05091,35,2,37,2014
05093,27,3,30,2014
05095,1,0,1,2014
05099,0,0,0,2014
05101,1,0,1,2014
05103,3,0,3,2014
05105,1,0,1,2014
05107,34,0,34,2014
05111,9,0,9,2014
05113,2,0,2,2014
05115,36,17,53,2014
05117,11,0,11,2014
05119,685,457,1142,2014
05121,6,5,11,2014
05123,0,0,0,2014
05125,324,2,326,2014
05127,2,40,42,2014
05129,0,0,0,2014
05131,208,206,414,2014
05133,8,0,8,2014
05135,8,0,8,2014
05137,8,0,8,2014
05139,9,78,87,2014
05141,3,0,3,2014
05143,1026,105,1131,2014
05145,97,19,116,2014
05147,0,0,0,2014
05149,1,0,1,2014
06001,1613,1825,3438,2014
06003,3,0,3,2014
06005,22,0,22,2014
06007,355,195,550,2014
06009,70,0,70,2014
06011,58,0,58,2014
06013,1503,498,2001,2014
06015,7,2,9,2014
06017,162,28,190,2014
06019,1611,281,1892,2014
06021,27,3,30,2014
06023,148,86,234,2014
06025,185,61,246,2014
06027,7,0,7,2014
06029,1885,412,2297,2014
06031,274,160,434,2014
06033,45,0,45,2014
06035,6,0,6,2014
06037,4586,13073,17659,2014
06039,210,4,214,2014
06041,194,196,390,2014
06043,24,0,24,2014
06045,104,5,109,2014
06047,163,6,169,2014
06049,8,0,8,2014
06051,29,0,29,2014
06053,236,125,361,2014
06055,92,55,147,2014
06057,207,83,290,2014
06059,3714,5577,9291,2014
06061,1636,354,1990,2014
06063,32,0,32,2014
06065,5074,1687,6761,2014
06067,1680,81,1761,2014
06069,105,0,105,2014
06071,2148,1257,3405,2014
06073,2487,4388,6875,2014
06075,35,2676,2711,2014
06077,1245,20,1265,2014
06079,812,171,983,2014
06081,371,1090,1461,2014
06083,372,383,755,2014
06085,1756,8176,9932,2014
06087,172,119,291,2014
06089,240,2,242,2014
06091,4,0,4,2014
06093,19,0,19,2014
06095,646,0,646,2014
06097,419,244,663,2014
06099,404,50,454,2014
06101,69,10,79,2014
06103,76,2,78,2014
06105,30,0,30,2014
06107,836,256,1092,2014
06109,51,4,55,2014
06111,536,778,1314,2014
06113,216,2,218,2014
06115,201,0,201,2014
08001,1085,30,1115,2014
08003,34,18,52,2014
08005,1258,639,1897,2014
08007,75,0,75,2014
08009,0,0,0,2014
08011,0,0,0,2014
08013,560,811,1371,2014
08014,439,381,820,2014
08015,95,10,105,2014
08017,1,0,1,2014
08019,11,0,11,2014
08021,13,0,13,2014
08023,30,0,30,2014
08025,7,0,7,2014
08027,43,0,43,2014
08029,11,36,47,2014
08031,1710,4248,5958,2014
08033,1,0,1,2014
08035,2224,1006,3230,2014
08037,106,150,256,2014
08039,116,0,116,2014
08041,2594,939,3533,2014
08043,55,0,55,2014
08045,79,4,83,2014
08047,13,0,13,2014
08049,118,19,137,2014
08051,58,0,58,2014
08053,6,0,6,2014
08055,13,0,13,2014
08057,0,0,0,2014
08059,1120,1399,2519,2014
08061,0,0,0,2014
08063,2,0,2,2014
08065,0,0,0,2014
08067,228,50,278,2014
08069,1627,871,2498,2014
08071,5,0,5,2014
08073,2,0,2,2014
08075,19,0,19,2014
08077,452,52,504,2014
08079,6,0,6,2014
08081,9,0,9,2014
08083,13,2,15,2014
08085,89,0,89,2014
08087,18,2,20,2014
08089,2,0,2,2014
08091,33,0,33,2014
08093,88,0,88,2014
08095,9,0,9,2014
08097,64,34,98,2014
08099,1,0,1,2014
08101,157,0,157,2014
08103,10,0,10,2014
08105,12,0,12,2014
08107,74,58,132,2014
08109,32,0,32,2014
08111,0,0,0,2014
08113,27,9,36,2014
08115,1,0,1,2014
08117,171,36,207,2014
08119,68,72,140,2014
08121,5,0,5,2014
08123,1995,713,2708,2014
08125,1,2,3,2014
09001,987,902,1889,2014
09003,435,527,962,2014
09005,141,4,145,2014
09007,164,64,228,2014
09009,484,656,1140,2014
09011,288,358,646,2014
09013,155,48,203,2014
09015,106,10,116,2014
10001,912,86,998,2014
10003,1289,619,1908,2014
10005,1943,345,2288,2014
11001,288,3901,4189,2014
12001,499,263,762,2014
12003,41,6,47,2014
12005,599,2,601,2014
12007,2,0,2,2014
12009,1241,45,1286,2014
12011,1181,1281,2462,2014
12013,8,0,8,2014
12015,610,0,610,2014
12017,233,0,233,2014
12019,813,102,915,2014
12021,2477,1133,3610,2014
12023,80,0,80,2014
12027,112,0,112,2014
12029,24,0,24,2014
12031,2242,1204,3446,2014
12033,694,4,698,2014
12035,548,0,548,2014
12037,8,0,8,2014
12039,23,0,23,2014
12041,37,0,37,2014
12043,14,0,14,2014
12045,88,4,92,2014
12047,9,0,9,2014
12049,17,0,17,2014
12051,24,0,24,2014
12053,336,42,378,2014
12055,92,0,92,2014
12057,4411,3079,7490,2014
12059,31,0,31,2014
12061,707,0,707,2014
12063,29,0,29,2014
12065,17,0,17,2014
12067,11,0,11,2014
12069,1890,598,2488,2014
12071,3112,983,4095,2014
12073,482,632,1114,2014
12075,49,0,49,2014
12077,9,0,9,2014
12079,33,0,33,2014
12081,2318,1247,3565,2014
12083,713,41,754,2014
12085,366,66,432,2014
12086,2077,5654,7731,2014
12087,152,36,188,2014
12089,545,42,587,2014
12091,582,8,590,2014
12093,17,0,17,2014
12095,4483,4763,9246,2014
12097,2766,648,3414,2014
12099,2533,2533,5066,2014
12101,1825,960,2785,2014
12103,695,1038,1733,2014
12105,2547,12,2559,2014
12107,29,0,29,2014
12109,2658,128,2786,2014
12111,682,280,962,2014
12113,943,184,1127,2014
12115,1856,237,2093,2014
12117,667,300,967,2014
12119,2570,0,2570,2014
12121,37,4,41,2014
12123,24,0,24,2014
12125,22,0,22,2014
12127,1201,172,1373,2014
12129,106,0,106,2014
12131,982,94,1076,2014
12133,21,0,21,2014
13001,3,0,3,2014
13003,0,0,0,2014
13005,0,0,0,2014
13007,0,0,0,2014
13009,34,5,39,2014
13011,17,0,17,2014
13013,380,64,444,2014
13015,221,0,221,2014
13017,11,0,11,2014
13019,15,0,15,2014
13021,92,0,92,2014
13023,16,0,16,2014
13025,11,0,11,2014
13027,15,0,15,2014
13029,332,80,412,2014
13031,208,313,521,2014
13033,43,0,43,2014
13035,12,0,12,2014
13037,0,0,0,2014
13039,126,0,126,2014
13043,0,0,0,2014
13045,111,0,111,2014
13047,116,28,144,2014
13049,7,0,7,2014
13051,1048,269,1317,2014
13053,3,0,3,2014
13055,0,0,0,2014
13057,1576,547,2123,2014
13059,116,422,538,2014
13061,5,0,5,2014
13063,328,12,340,2014
13065,4,0,4,2014
13067,1391,1712,3103,2014
13069,33,2,35,2014
13071,40,48,88,2014
13073,1289,0,1289,2014
13075,33,0,33,2014
13077,745,0,745,2014
13079,20,0,20,2014
13081,12,0,12,2014
13083,1,0,1,2014
13085,121,56,177,2014
13087,32,0,32,2014
13089,485,746,1231,2014
13091,8,0,8,2014
13093,0,0,0,2014
13095,44,36,80,2014
13097,224,0,224,2014
13099,9,0,9,2014
13101,1,0,1,2014
13103,477,5,482,2014
13105,12,0,12,2014
13107,3,4,7,2014
13109,15,5,20,2014
13111,168,0,168,2014
13113,314,0,314,2014
13115,70,5,75,2014
13117,2576,618,3194,2014
13119,2,0,2,2014
13121,2405,5693,8098,2014
13123,102,0,102,2014
13127,427,0,427,2014
13129,60,3,63,2014
13131,27,4,31,2014
13133,203,0,203,2014
13135,3135,244,3379,2014
13137,35,0,35,2014
13139,714,8,722,2014
13141,15,0,15,2014
13143,23,0,23,2014
13145,113,0,113,2014
13147,31,4,35,2014
13149,15,0,15,2014
13151,1047,0,1047,2014
13153,596,6,602,2014
13155,10,0,10,2014
13157,455,0,455,2014
13159,53,0,53,2014
13161,1,0,1,2014
13163,5,0,5,2014
13165,10,0,10,2014
13167,0,0,0,2014
13169,28,0,28,2014
13171,18,0,18,2014
13173,15,0,15,2014
13175,9,0,9,2014
13177,175,0,175,2014
13179,198,44,242,2014
13181,17,0,17,2014
13185,353,26,379,2014
13187,91,0,91,2014
13189,19,0,19,2014
13191,24,0,24,2014
13193,3,0,3,2014
13195,66,0,66,2014
13197,10,0,10,2014
13199,24,0,24,2014
13201,0,0,0,2014
13205,10,0,10,2014
13207,77,0,77,2014
13209,11,0,11,2014
13211,52,0,52,2014
13213,22,0,22,2014
13215,333,252,585,2014
13217,176,5,181,2014
13219,293,6,299,2014
13221,27,0,27,2014
13223,930,0,930,2014
13225,46,115,161,2014
13227,51,2,53,2014
13229,38,0,38,2014
13231,26,0,26,2014
13233,10,0,10,2014
13235,17,0,17,2014
13237,35,0,35,2014
13239,5,0,5,2014
13241,47,0,47,2014
13243,0,0,0,2014
13245,354,376,730,2014
13247,133,0,133,2014
13249,0,0,0,2014
13251,10,0,10,2014
13253,4,0,4,2014
13255,141,0,141,2014
13257,25,0,25,2014
13259,0,0,0,2014
13261,11,0,11,2014
13263,10,0,10,2014
13265,2,0,2,2014
13267,17,0,17,2014
13269,11,0,11,2014
13271,0,0,0,2014
13273,3,0,3,2014
13275,71,0,71,2014
13277,37,22,59,2014
13279,5,18,23,2014
13281,52,51,103,2014
13283,0,0,0,2014
13285,133,0,133,2014
13287,9,56,65,2014
13289,1,0,1,2014
13291,87,0,87,2014
13293,22,0,22,2014
13295,84,0,84,2014
13297,271,0,271,2014
13299,94,0,94,2014
13301,0,0,0,2014
13303,53,0,53,2014
13305,4,0,4,2014
13309,0,0,0,2014
13311,38,0,38,2014
13313,93,6,99,2014
13317,1,2,3,2014
13319,1,0,1,2014
13321,13,0,13,2014
15001,806,152,958,2014
15003,875,703,1578,2014
15007,192,0,192,2014
15009,324,14,338,2014
16001,2353,1615,3968,2014
16003,4,0,4,2014
16005,142,20,162,2014
16007,35,0,35,2014
16009,14,0,14,2014
16011,70,18,88,2014
16013,89,0,89,2014
16015,32,0,32,2014
16017,47,8,55,2014
16019,390,8,398,2014
16021,51,0,51,2014
16023,5,0,5,2014
16025,3,0,3,2014
16027,1043,87,1130,2014
16029,9,0,9,2014
16031,44,2,46,2014
16033,3,0,3,2014
16035,19,0,19,2014
16037,0,0,0,2014
16039,45,12,57,2014
16041,35,0,35,2014
16043,65,0,65,2014
16045,37,0,37,2014
16047,13,0,13,2014
16049,1,0,1,2014
16051,79,0,79,2014
16053,57,0,57,2014
16055,820,227,1047,2014
16057,61,75,136,2014
16059,11,0,11,2014
16061,10,0,10,2014
16063,4,0,4,2014
16065,84,302,386,2014
16067,29,0,29,2014
16069,26,29,55,2014
16071,18,0,18,2014
16073,16,0,16,2014
16075,60,50,110,2014
16077,8,0,8,2014
16079,7,0,7,2014
16081,28,0,28,2014
16083,312,49,361,2014
16085,97,2,99,2014
16087,17,0,17,2014
17001,69,14,83,2014
17003,0,0,0,2014
17005,12,0,12,2014
17007,11,0,11,2014
17009,0,0,0,2014
17011,15,0,15,2014
17013,12,0,12,2014
17015,17,0,17,2014
17017,8,0,8,2014
17019,335,1123,1458,2014
17021,29,0,29,2014
17023,4,3,7,2014
17025,4,0,4,2014
17027,85,0,85,2014
17029,16,0,16,2014
17031,1476,6277,7753,2014
17033,5,0,5,2014
17035,0,0,0,2014
17037,45,0,45,2014
17039,25,0,25,2014
17041,23,2,25,2014
17043,1224,117,1341,2014
17045,3,42,45,2014
17049,24,0,24,2014
17051,4,0,4,2014
17053,11,0,11,2014
17055,7,0,7,2014
17057,44,0,44,2014
17061,27,0,27,2014
17063,65,129,194,2014
17065,0,0,0,2014
17067,5,0,5,2014
17069,0,0,0,2014
17071,6,0,6,2014
17073,34,9,43,2014
17075,28,0,28,2014
17077,9,121,130,2014
17079,0,0,0,2014
17081,7,0,7,2014
17083,25,0,25,2014
17085,28,0,28,2014
17087,0,0,0,2014
17089,1153,130,1283,2014
17091,115,12,127,2014
17093,220,63,283,2014
17095,27,0,27,2014
17097,683,658,1341,2014
17099,79,68,147,2014
17101,42,0,42,2014
17103,21,0,21,2014
17105,16,6,22,2014
17107,13,0,13,2014
17109,2,6,8,2014
17111,405,153,558,2014
17113,232,14,246,2014
17115,41,12,53,2014
17117,47,0,47,2014
17119,336,189,525,2014
17121,0,0,0,2014
17123,1,0,1,2014
17125,1,0,1,2014
17127,2,0,2,2014
17129,24,0,24,2014
17131,6,0,6,2014
17133,110,8,118,2014
17135,24,0,24,2014
17137,2,0,2,2014
17139,26,14,40,2014
17141,32,6,38,2014
17143,121,53,174,2014
17145,50,0,50,2014
17147,20,0,20,2014
17149,20,0,20,2014
17151,0,0,0,2014
17153,3,0,3,2014
17155,13,0,13,2014
17157,21,0,21,2014
17159,4,0,4,2014
17161,87,154,241,2014
17163,475,287,762,2014
17165,0,0,0,2014
17167,276,155,431,2014
17173,32,0,32,2014
17175,3,0,3,2014
17177,8,0,8,2014
17179,637,0,637,2014
17181,9,4,13,2014
17183,6,0,6,2014
17185,1,0,1,2014
17187,6,0,6,2014
17189,20,0,20,2014
17191,1,0,1,2014
17193,1,0,1,2014
17195,19,0,19,2014
17197,1045,140,1185,2014
17199,77,38,115,2014
17201,123,16,139,2014
17203,73,2,75,2014
18001,63,16,79,2014
18003,757,358,1115,2014
18005,254,0,254,2014
18007,2,0,2,2014
18009,3,0,3,2014
18011,424,102,526,2014
18013,39,9,48,2014
18015,24,0,24,2014
18017,12,0,12,2014
18019,399,132,531,2014
18021,14,0,14,2014
18023,24,0,24,2014
18025,0,0,0,2014
18027,0,4,4,2014
18029,65,0,65,2014
18031,50,0,50,2014
18033,94,0,94,2014
18035,54,44,98,2014
18037,114,10,124,2014
18039,270,0,270,2014
18041,11,0,11,2014
18043,130,12,142,2014
18045,2,0,2,2014
18047,35,0,35,2014
18049,15,0,15,2014
18051,83,38,121,2014
18053,47,21,68,2014
18057,1832,1852,3684,2014
18059,385,10,395,2014
18061,84,0,84,2014
18063,697,448,1145,2014
18065,18,0,18,2014
18067,98,42,140,2014
18069,53,0,53,2014
18071,61,117,178,2014
18073,51,0,51,2014
18075,19,2,21,2014
18077,27,2,29,2014
18079,47,0,47,2014
18081,658,10,668,2014
18083,26,8,34,2014
18085,133,128,261,2014
18087,121,0,121,2014
18089,813,95,908,2014
18091,101,24,125,2014
18093,8,34,42,2014
18095,88,4,92,2014
18097,641,554,1195,2014
18099,83,0,83,2014
18101,8,0,8,2014
18103,10,0,10,2014
18105,215,306,521,2014
18107,45,0,45,2014
18109,127,2,129,2014
18111,22,0,22,2014
18113,85,2,87,2014
18115,20,0,20,2014
18117,1,0,1,2014
18119,18,0,18,2014
18121,26,0,26,2014
18123,48,0,48,2014
18125,20,0,20,2014
18127,370,78,448,2014
18129,55,0,55,2014
18131,13,0,13,2014
18133,35,30,65,2014
18135,2,4,6,2014
18137,67,19,86,2014
